ID,Age,Genre,Education,Pays,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivite,Sensations,Cannabis,Cannabis_recode,Sans_diplome,Genre_num
481,25,Femme,Maitrise,Australie,40,37,54,52,44,0.19268,0.40148,oui,1,0,1
482,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,47,34,44,34,37,-1.37983,-0.8463700000000001,oui,1,1,0
483,35,Femme,Diplome universitaire,Australie,46,41,47,42,46,0.19268,0.40148,oui,1,0,1
484,35,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,29,39,47,44,52,-0.71126,-0.21575,oui,1,1,0
485,25,Femme,Diplome universitaire,Royaume-Unis,48,43,54,45,48,0.19268,-0.8463700000000001,oui,1,0,1
486,35,Femme,Quitte ecole a 16 ans,Royaume-Unis,30,46,41,48,40,-1.37983,-1.18084,oui,1,1,1
487,45,Femme,Quitte ecole a 16 ans,Royaume-Unis,31,42,34,50,36,-1.37983,-0.8463700000000001,oui,1,1,1
488,25,Homme,Quitte ecole a 18 ans,Autre,50,28,52,38,31,-0.71126,-1.18084,oui,1,1,0
489,35,Femme,Quitte ecole a 18 ans,Etats-Unis,53,27,53,36,44,0.19268,-0.52593,oui,1,1,1
490,25,Homme,Quitte ecole a 16 ans,Royaume-Unis,40,30,46,48,39,-0.21711999999999998,1.2247,oui,1,1,0
491,18,Homme,Quitte ecole avant 16 ans,Royaume-Unis,54,30,47,30,29,-0.21711999999999998,0.07987000000000001,oui,1,1,0
492,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,26,47,51,34,31,-0.71126,1.2247,oui,1,1,0
493,45,Femme,Diplome professionnel,Royaume-Unis,42,45,48,41,36,1.29221,1.92173,oui,1,0,1
494,18,Homme,Quitte ecole a 18 ans,Royaume-Unis,27,43,48,47,42,0.19268,0.40148,oui,1,1,0
495,18,Homme,Diplome professionnel,Royaume-Unis,41,36,51,43,44,0.88113,0.7654,oui,1,0,0
496,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,43,28,51,35,29,-1.37983,-0.52593,oui,1,1,0
497,18,Homme,Diplome professionnel,Autre,25,37,48,47,43,-1.37983,-0.21575,oui,1,0,0
498,55,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,28,41,49,47,48,-1.37983,-0.52593,oui,1,1,0
499,25,Homme,Maitrise,Royaume-Unis,36,48,59,39,42,-0.71126,0.07987000000000001,oui,1,0,0
500,25,Homme,Quitte ecole a 16 ans,Autre,35,36,51,46,36,-0.21711999999999998,0.07987000000000001,oui,1,1,0
501,55,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,49,35,54,42,27,0.88113,1.2247,oui,1,1,1
502,35,Femme,Diplome professionnel,Irelande,36,43,39,38,49,0.52975,0.7654,oui,1,0,1
503,25,Femme,Diplome professionnel,Royaume-Unis,30,39,35,43,39,0.88113,-2.07848,oui,1,0,1
504,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,22,44,43,39,40,0.52975,0.7654,oui,1,1,0
505,55,Femme,Diplome professionnel,Canada,36,38,43,38,46,1.29221,0.7654,oui,1,0,1
506,35,Homme,Quitte ecole a 16 ans,Royaume-Unis,35,40,43,43,45,-1.37983,-1.18084,oui,1,1,0
507,45,Homme,Diplome professionnel,Autre,40,43,47,36,33,0.88113,0.07987000000000001,oui,1,0,0
508,35,Homme,Diplome universitaire,Royaume-Unis,31,44,51,38,46,0.19268,0.07987000000000001,oui,1,0,0
509,25,Homme,Diplome universitaire,Royaume-Unis,37,38,38,34,42,0.19268,-0.52593,oui,1,0,0
510,35,Homme,Quitte ecole a 16 ans,Royaume-Unis,50,32,37,31,36,-0.71126,0.07987000000000001,oui,1,1,0
511,35,Femme,Maitrise,Autre,26,47,43,45,43,-1.37983,-0.52593,non,0,0,1
512,35,Homme,Diplome universitaire,Royaume-Unis,36,46,41,41,39,0.52975,-0.21575,oui,1,0,0
513,45,Femme,Maitrise,Royaume-Unis,40,43,44,42,44,-0.21711999999999998,-1.18084,oui,1,0,1
514,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,40,43,49,44,34,1.8620299999999999,0.40148,oui,1,1,0
515,55,Homme,Quitte ecole a 16 ans,Etats-Unis,34,38,44,48,45,-0.21711999999999998,-0.21575,oui,1,1,0
516,35,Homme,Quitte ecole a 16 ans,Royaume-Unis,45,38,34,40,40,-0.21711999999999998,-0.21575,non,0,1,0
517,18,Femme,Quitte ecole a 17 ans,Etats-Unis,23,52,48,44,44,0.88113,1.92173,oui,1,1,1
518,35,Femme,Quitte ecole a 16 ans,Royaume-Unis,34,41,40,32,44,-0.21711999999999998,-0.52593,oui,1,1,1
519,25,Femme,Maitrise,Royaume-Unis,39,39,47,40,48,-0.71126,-0.21575,oui,1,0,1
520,25,Homme,Diplome professionnel,Autre,41,36,46,42,36,0.52975,1.2247,oui,1,0,0
521,25,Homme,Maitrise,Royaume-Unis,34,42,36,50,53,0.52975,1.2247,oui,1,0,0
522,35,Femme,Diplome universitaire,Royaume-Unis,38,38,38,38,48,-1.37983,-2.07848,oui,1,0,1
523,45,Femme,Quitte ecole a 16 ans,Australie,42,38,39,40,43,-0.71126,-1.18084,oui,1,1,1
524,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,36,42,45,34,41,0.52975,0.07987000000000001,oui,1,1,0
525,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,33,43,44,38,32,0.19268,0.07987000000000001,oui,1,1,0
526,35,Femme,Quitte ecole avant 16 ans,Royaume-Unis,37,34,32,44,45,-1.37983,-2.07848,oui,1,1,1
527,45,Femme,Diplome universitaire,Australie,29,44,52,55,56,0.19268,0.07987000000000001,oui,1,0,1
528,55,Homme,Quitte ecole a 18 ans,Royaume-Unis,20,43,37,43,45,-0.71126,-0.52593,non,0,1,0
529,18,Homme,Diplome professionnel,Royaume-Unis,45,30,43,30,31,0.88113,0.07987000000000001,oui,1,0,0
530,35,Homme,Doctorat,Royaume-Unis,42,39,44,47,29,0.52975,-0.21575,oui,1,0,0
531,25,Femme,Diplome professionnel,Royaume-Unis,43,47,45,43,42,-0.21711999999999998,1.2247,oui,1,0,1
532,55,Homme,Diplome universitaire,Royaume-Unis,45,40,49,30,46,-0.21711999999999998,-1.18084,non,0,0,0
533,45,Homme,Diplome universitaire,Royaume-Unis,46,29,40,45,35,-0.21711999999999998,0.7654,oui,1,0,0
534,18,Femme,Diplome universitaire,Royaume-Unis,33,41,40,53,49,0.19268,-1.18084,non,0,0,1
535,25,Homme,Maitrise,Royaume-Unis,32,39,40,32,37,0.52975,0.07987000000000001,non,0,0,0
536,35,Femme,Maitrise,Royaume-Unis,20,54,42,52,51,0.19268,-1.18084,non,0,0,1
537,25,Femme,Diplome universitaire,Etats-Unis,45,40,51,29,38,0.19268,-0.21575,oui,1,0,1
538,18,Femme,Diplome universitaire,Royaume-Unis,49,45,38,49,37,0.52975,0.07987000000000001,oui,1,0,1
539,45,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,43,38,36,48,35,-1.37983,-1.5485799999999998,non,0,1,1
540,35,Femme,Diplome universitaire,Royaume-Unis,47,38,45,47,46,0.19268,0.40148,non,0,0,1
541,45,Homme,Maitrise,Royaume-Unis,24,48,44,47,53,-2.55524,-1.18084,non,0,0,0
542,45,Femme,Diplome universitaire,Royaume-Unis,26,42,44,37,43,-1.37983,-1.5485799999999998,non,0,0,1
543,45,Femme,Diplome universitaire,Autre,38,45,45,48,45,0.19268,0.07987000000000001,non,0,0,1
544,35,Homme,Quitte ecole a 17 ans,Royaume-Unis,43,45,51,35,34,0.19268,1.2247,oui,1,1,0
545,25,Femme,Diplome universitaire,Royaume-Unis,44,44,38,38,44,-0.21711999999999998,-0.21575,non,0,0,1
546,18,Femme,Quitte ecole a 16 ans,Royaume-Unis,48,36,40,38,34,1.29221,-0.21575,oui,1,1,1
547,35,Femme,Diplome professionnel,Royaume-Unis,51,41,42,47,36,-0.71126,-0.21575,non,0,0,1
548,45,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,27,37,51,59,42,-1.37983,-1.18084,oui,1,1,1
549,25,Femme,Maitrise,Royaume-Unis,20,35,38,40,54,-1.37983,-0.8463700000000001,non,0,0,1
550,18,Homme,Diplome universitaire,Royaume-Unis,48,37,46,44,28,0.52975,-1.18084,non,0,0,0
551,25,Femme,Maitrise,Autre,25,47,46,39,41,-0.21711999999999998,-0.8463700000000001,oui,1,0,1
552,18,Femme,Diplome universitaire,Royaume-Unis,34,37,35,48,50,-1.37983,-0.52593,oui,1,0,1
553,35,Femme,Maitrise,Royaume-Unis,28,48,46,36,49,-0.21711999999999998,1.2247,oui,1,0,1
554,18,Femme,Maitrise,Royaume-Unis,52,29,44,48,44,-0.21711999999999998,-1.18084,non,0,0,1
555,25,Femme,Maitrise,Autre,46,26,42,43,45,-0.71126,-2.07848,oui,1,0,1
556,25,Femme,Doctorat,Royaume-Unis,42,43,42,43,50,0.52975,0.07987000000000001,non,0,0,1
557,45,Femme,Maitrise,Royaume-Unis,38,33,37,43,48,-0.71126,-1.18084,non,0,0,1
558,18,Femme,Diplome universitaire,Royaume-Unis,34,38,47,42,44,-1.37983,-0.52593,oui,1,0,1
559,25,Femme,Diplome universitaire,Royaume-Unis,21,46,44,52,50,-0.71126,-0.21575,non,0,0,1
560,18,Femme,Diplome universitaire,Royaume-Unis,31,39,41,49,41,1.29221,1.2247,oui,1,0,1
561,45,Femme,Diplome universitaire,Royaume-Unis,28,40,48,45,49,0.19268,-0.52593,non,0,0,1
562,18,Femme,Diplome universitaire,Royaume-Unis,46,41,40,45,45,-0.71126,-0.52593,non,0,0,1
563,35,Femme,Diplome universitaire,Royaume-Unis,42,44,48,36,47,-0.21711999999999998,-0.21575,oui,1,0,1
564,35,Femme,Maitrise,Royaume-Unis,58,43,34,41,51,-0.21711999999999998,-0.8463700000000001,oui,1,0,1
565,25,Femme,Maitrise,Royaume-Unis,44,42,41,31,40,0.19268,0.07987000000000001,oui,1,0,1
566,45,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,31,37,45,44,39,1.8620299999999999,-0.8463700000000001,oui,1,1,1
567,45,Femme,Maitrise,Royaume-Unis,39,34,46,47,36,-0.71126,-0.8463700000000001,non,0,0,1
568,18,Femme,Diplome universitaire,Royaume-Unis,45,47,38,49,46,-1.37983,-1.18084,oui,1,0,1
569,18,Homme,Diplome universitaire,Royaume-Unis,53,44,53,37,38,-0.21711999999999998,0.07987000000000001,oui,1,0,0
570,35,Homme,Maitrise,Royaume-Unis,46,34,44,41,42,-0.21711999999999998,-0.21575,non,0,0,0
571,35,Femme,Doctorat,Royaume-Unis,32,45,44,37,56,-0.71126,-0.52593,non,0,0,1
572,35,Femme,Diplome professionnel,Australie,38,47,37,31,39,0.52975,0.7654,non,0,0,1
573,18,Femme,Maitrise,Royaume-Unis,21,52,44,50,53,0.19268,0.7654,non,0,0,1
574,35,Homme,Diplome professionnel,Royaume-Unis,48,31,33,36,37,1.8620299999999999,0.07987000000000001,oui,1,0,0
575,55,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,27,46,48,39,39,0.52975,-0.21575,oui,1,1,1
576,35,Femme,Diplome universitaire,Royaume-Unis,55,29,32,47,28,-0.71126,-1.5485799999999998,oui,1,0,1
577,35,Homme,Quitte ecole a 16 ans,Royaume-Unis,20,45,34,40,49,-0.21711999999999998,0.07987000000000001,non,0,1,0
578,25,Femme,Maitrise,Royaume-Unis,44,42,46,47,48,-0.71126,-0.52593,non,0,0,1
579,25,Femme,Diplome universitaire,Royaume-Unis,46,45,40,51,41,-0.71126,-0.21575,oui,1,0,1
580,45,Femme,Maitrise,Royaume-Unis,46,39,47,50,51,-1.37983,-1.5485799999999998,non,0,0,1
581,18,Femme,Maitrise,Royaume-Unis,34,45,49,44,47,-0.21711999999999998,-0.21575,oui,1,0,1
582,35,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,25,40,37,43,27,1.8620299999999999,-0.21575,oui,1,1,1
583,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,27,50,48,41,37,0.88113,0.7654,oui,1,1,0
584,35,Femme,Diplome professionnel,Royaume-Unis,39,48,55,41,48,0.52975,0.07987000000000001,non,0,0,1
585,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,42,40,41,46,39,-0.21711999999999998,1.2247,oui,1,1,1
586,25,Homme,Diplome universitaire,Royaume-Unis,33,41,43,35,47,1.29221,0.40148,non,0,0,0
587,18,Homme,Diplome professionnel,Royaume-Unis,43,36,53,36,40,0.52975,0.40148,oui,1,0,0
588,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,39,42,43,48,28,0.19268,0.7654,oui,1,1,0
589,25,Femme,Quitte ecole a 16 ans,Royaume-Unis,31,50,48,49,43,-0.21711999999999998,0.07987000000000001,oui,1,1,1
590,55,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,24,39,47,37,45,0.52975,0.07987000000000001,oui,1,1,1
591,35,Homme,Quitte ecole avant 16 ans,Royaume-Unis,30,40,41,39,46,-0.21711999999999998,0.40148,oui,1,1,0
592,35,Femme,Diplome universitaire,Royaume-Unis,40,37,43,32,52,-0.21711999999999998,-0.8463700000000001,non,0,0,1
593,35,Femme,Diplome professionnel,Etats-Unis,14,46,46,46,54,-0.71126,-0.21575,oui,1,0,1
594,25,Homme,Diplome professionnel,Autre,35,46,45,47,46,0.19268,0.7654,oui,1,0,0
595,35,Homme,Quitte ecole a 16 ans,Royaume-Unis,32,36,41,35,37,1.29221,0.7654,oui,1,1,0
596,45,Homme,Diplome professionnel,Autre,39,41,42,34,45,-0.21711999999999998,0.7654,non,0,0,0
597,18,Homme,Quitte ecole a 16 ans,Royaume-Unis,23,45,50,49,48,0.52975,1.2247,oui,1,1,0
598,55,Femme,Diplome professionnel,Canada,32,37,43,38,46,0.88113,1.2247,oui,1,0,1
599,45,Femme,Diplome professionnel,Etats-Unis,36,41,41,46,44,-0.21711999999999998,-0.52593,oui,1,0,1
600,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,41,39,47,43,35,0.52975,0.40148,oui,1,1,0
601,45,Femme,Maitrise,Royaume-Unis,43,36,41,54,43,-0.71126,-1.18084,non,0,0,1
602,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,46,47,50,44,34,1.8620299999999999,1.2247,oui,1,1,0
603,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,41,28,37,29,46,0.52975,1.2247,oui,1,1,0
604,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,54,33,50,39,34,0.52975,0.7654,oui,1,1,0
605,25,Homme,Diplome universitaire,Etats-Unis,29,34,42,33,43,-0.71126,-0.21575,oui,1,0,0
606,35,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,40,42,47,49,45,-0.71126,-0.52593,oui,1,1,1
607,55,Femme,Maitrise,Etats-Unis,15,47,56,51,34,-0.71126,-0.52593,oui,1,0,1
608,18,Homme,Diplome universitaire,Royaume-Unis,31,40,37,52,36,-0.21711999999999998,1.2247,oui,1,0,0
609,45,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,35,40,51,55,41,-0.71126,0.07987000000000001,oui,1,1,0
610,25,Homme,Diplome universitaire,Royaume-Unis,21,48,53,44,49,0.52975,1.92173,oui,1,0,0
611,55,Femme,Diplome professionnel,Canada,48,34,35,50,30,1.8620299999999999,-0.21575,oui,1,0,1
612,25,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,27,46,51,44,37,0.19268,1.92173,oui,1,1,0
613,25,Homme,Diplome universitaire,Royaume-Unis,29,42,41,51,46,0.52975,1.2247,oui,1,0,0
614,35,Homme,Diplome universitaire,Royaume-Unis,25,41,44,41,39,-0.21711999999999998,-0.52593,oui,1,0,0
615,25,Femme,Maitrise,Royaume-Unis,54,38,43,32,37,0.19268,0.07987000000000001,oui,1,0,1
616,25,Femme,Quitte ecole avant 16 ans,Etats-Unis,33,44,40,37,44,1.29221,-0.21575,oui,1,1,1
617,35,Femme,Maitrise,Royaume-Unis,37,39,42,48,40,0.88113,1.2247,oui,1,0,1
618,45,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,46,41,44,39,34,1.29221,1.2247,oui,1,1,1
619,45,Homme,Diplome professionnel,Irelande,27,48,43,39,47,-0.71126,0.07987000000000001,oui,1,0,0
620,25,Femme,Diplome universitaire,Royaume-Unis,35,47,51,44,42,0.52975,0.07987000000000001,oui,1,0,1
621,55,Homme,Maitrise,Royaume-Unis,29,33,50,37,46,-1.37983,-0.8463700000000001,non,0,0,0
622,18,Homme,Quitte ecole a 18 ans,Royaume-Unis,41,30,42,52,28,1.29221,0.40148,oui,1,1,0
623,35,Homme,Maitrise,Royaume-Unis,27,44,44,34,44,0.88113,0.40148,oui,1,0,0
624,35,Femme,Maitrise,Royaume-Unis,34,43,43,45,52,-0.71126,-1.5485799999999998,non,0,0,1
625,45,Femme,Maitrise,Royaume-Unis,32,40,42,41,31,1.8620299999999999,-0.52593,non,0,0,1
626,35,Femme,Doctorat,Royaume-Unis,36,40,36,43,44,-1.37983,-0.21575,non,0,0,1
627,35,Femme,Diplome professionnel,Royaume-Unis,32,36,41,37,44,-0.71126,-1.5485799999999998,oui,1,0,1
628,35,Homme,Diplome universitaire,Royaume-Unis,35,37,39,40,45,-0.21711999999999998,-0.21575,oui,1,0,0
629,35,Homme,Doctorat,Royaume-Unis,21,33,34,54,46,-2.55524,-0.8463700000000001,oui,1,0,0
630,25,Femme,Doctorat,Royaume-Unis,48,32,36,53,44,-1.37983,-1.5485799999999998,oui,1,0,1
631,45,Femme,Doctorat,Royaume-Unis,31,43,49,45,41,-0.21711999999999998,-2.07848,non,0,0,1
632,35,Femme,Doctorat,Royaume-Unis,41,38,55,45,49,-1.37983,-2.07848,oui,1,0,1
633,18,Femme,Diplome universitaire,Royaume-Unis,40,39,43,56,49,-1.37983,-0.52593,non,0,0,1
634,18,Femme,Diplome universitaire,Royaume-Unis,48,37,36,37,47,-1.37983,-2.07848,oui,1,0,1
635,25,Femme,Maitrise,Royaume-Unis,29,51,48,44,44,-0.71126,0.07987000000000001,oui,1,0,1
636,35,Femme,Doctorat,Royaume-Unis,48,41,45,36,37,-0.21711999999999998,1.2247,oui,1,0,1
637,35,Homme,Diplome universitaire,Royaume-Unis,28,38,44,50,38,-0.71126,0.07987000000000001,oui,1,0,0
638,45,Femme,Diplome universitaire,Royaume-Unis,29,42,42,46,42,0.19268,-0.21575,non,0,0,1
639,35,Femme,Diplome professionnel,Canada,32,41,38,48,45,-1.37983,-1.18084,non,0,0,1
640,18,Femme,Diplome universitaire,Royaume-Unis,33,36,35,42,52,-0.71126,0.07987000000000001,non,0,0,1
641,25,Homme,Quitte ecole a 16 ans,Royaume-Unis,33,51,51,51,45,0.52975,1.92173,oui,1,1,0
642,45,Homme,Diplome universitaire,Royaume-Unis,34,35,48,44,41,-0.21711999999999998,-0.52593,non,0,0,0
643,35,Homme,Maitrise,Royaume-Unis,29,46,51,56,53,-0.21711999999999998,0.40148,non,0,0,0
644,25,Femme,Maitrise,Royaume-Unis,26,44,43,51,50,-0.71126,0.40148,oui,1,0,1
645,25,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,38,38,33,47,37,-0.21711999999999998,0.07987000000000001,oui,1,1,0
646,45,Homme,Diplome universitaire,Royaume-Unis,36,38,43,38,39,1.29221,-0.52593,non,0,0,0
647,18,Femme,Diplome universitaire,Royaume-Unis,31,39,43,42,47,-0.21711999999999998,-0.52593,non,0,0,1
648,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,23,49,52,32,48,-0.71126,0.40148,oui,1,1,0
649,35,Femme,Maitrise,Etats-Unis,47,41,52,55,34,1.29221,1.92173,oui,1,0,1
650,25,Femme,Diplome universitaire,Royaume-Unis,34,45,36,43,54,0.19268,-1.18084,oui,1,0,1
651,45,Femme,Maitrise,Royaume-Unis,31,53,58,53,43,1.29221,0.40148,oui,1,0,1
652,25,Homme,Maitrise,Royaume-Unis,42,43,48,47,34,0.19268,-1.18084,oui,1,0,0
653,18,Homme,Quitte Lycee ou universite sans diplome,Australie,46,48,53,39,34,0.19268,0.40148,oui,1,1,0
654,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,29,44,45,44,42,1.29221,0.40148,oui,1,1,0
655,35,Femme,Quitte ecole a 16 ans,Royaume-Unis,32,46,40,46,49,-0.71126,-0.8463700000000001,non,0,1,1
656,25,Homme,Maitrise,Autre,31,51,42,42,34,0.52975,0.7654,oui,1,0,0
657,45,Homme,Quitte Lycee ou universite sans diplome,Canada,48,36,47,35,33,1.29221,0.40148,oui,1,1,0
658,45,Homme,Diplome professionnel,Royaume-Unis,47,30,54,40,31,1.8620299999999999,1.92173,oui,1,0,0
659,18,Homme,Maitrise,Royaume-Unis,42,41,48,41,38,0.88113,0.07987000000000001,oui,1,0,0
660,25,Homme,Doctorat,Irelande,28,49,56,37,39,1.29221,0.40148,oui,1,0,0
661,25,Femme,Maitrise,Royaume-Unis,24,43,45,50,43,-1.37983,-1.5485799999999998,non,0,0,1
662,18,Femme,Diplome universitaire,Royaume-Unis,33,32,40,42,51,-1.37983,-0.8463700000000001,oui,1,0,1
663,25,Femme,Diplome universitaire,Royaume-Unis,36,41,47,55,53,0.52975,-1.18084,oui,1,0,1
664,25,Femme,Doctorat,Royaume-Unis,48,31,43,34,31,-0.21711999999999998,-0.52593,oui,1,0,1
665,18,Homme,Diplome universitaire,Royaume-Unis,32,37,49,45,38,0.52975,0.7654,oui,1,0,0
666,25,Femme,Doctorat,Royaume-Unis,47,37,46,45,40,-0.71126,-0.21575,oui,1,0,1
667,18,Homme,Quitte ecole a 18 ans,Royaume-Unis,19,38,46,42,35,0.88113,0.40148,oui,1,1,0
668,35,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,45,35,53,41,44,-0.21711999999999998,0.07987000000000001,oui,1,1,0
669,45,Homme,Diplome universitaire,Royaume-Unis,21,53,46,45,39,0.19268,-0.21575,oui,1,0,0
670,25,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,30,46,48,41,41,0.19268,0.7654,oui,1,1,0
671,18,Homme,Diplome professionnel,Royaume-Unis,32,41,42,38,39,-2.55524,-0.52593,oui,1,0,0
672,35,Homme,Diplome professionnel,Royaume-Unis,31,45,45,39,43,0.88113,1.2247,oui,1,0,0
673,18,Homme,Diplome universitaire,Royaume-Unis,33,40,54,48,48,0.52975,-0.21575,oui,1,0,0
674,18,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,48,47,48,47,48,-0.71126,0.07987000000000001,oui,1,1,1
675,18,Femme,Maitrise,Royaume-Unis,44,35,41,39,34,-0.71126,0.7654,non,0,0,1
676,35,Homme,Diplome professionnel,Royaume-Unis,35,38,40,38,36,0.19268,1.2247,oui,1,0,0
677,18,Homme,Diplome professionnel,Royaume-Unis,38,40,33,42,44,0.88113,0.7654,oui,1,0,0
678,25,Homme,Diplome universitaire,Royaume-Unis,41,38,48,39,37,-0.21711999999999998,-0.21575,oui,1,0,0
679,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,56,24,43,43,26,-1.37983,-1.5485799999999998,non,0,1,0
680,18,Femme,Quitte Lycee ou universite sans diplome,Royaume-Unis,42,38,41,35,51,-0.71126,1.2247,oui,1,1,1
681,45,Homme,Doctorat,Royaume-Unis,38,34,44,43,26,-0.71126,-2.07848,non,0,0,0
682,35,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,24,40,36,39,43,0.88113,0.7654,oui,1,1,0
683,25,Homme,Maitrise,Royaume-Unis,49,27,48,45,46,-1.37983,-0.8463700000000001,non,0,0,0
684,35,Femme,Diplome universitaire,Royaume-Unis,41,39,42,42,37,-1.37983,-0.52593,oui,1,0,1
685,35,Femme,Diplome professionnel,Royaume-Unis,45,35,53,35,30,1.29221,1.92173,oui,1,0,1
686,25,Homme,Diplome universitaire,Australie,32,41,50,40,36,0.88113,0.40148,oui,1,0,0
687,18,Femme,Quitte Lycee ou universite sans diplome,Canada,51,46,54,41,35,0.88113,1.2247,oui,1,1,1
688,45,Femme,Quitte ecole avant 16 ans,Australie,27,44,38,49,44,-1.37983,-2.07848,oui,1,1,1
689,35,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,46,47,43,35,46,0.88113,1.2247,oui,1,1,0
690,55,Femme,Maitrise,Royaume-Unis,44,35,42,43,41,1.8620299999999999,0.40148,non,0,0,1
691,55,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,40,35,35,33,41,0.52975,-0.52593,non,0,1,0
692,25,Femme,Diplome universitaire,Royaume-Unis,34,39,38,44,45,-0.71126,-0.52593,non,0,0,1
693,45,Femme,Maitrise,Royaume-Unis,38,35,43,41,38,-0.71126,-0.8463700000000001,non,0,0,1
694,35,Homme,Maitrise,Royaume-Unis,25,38,46,46,46,-1.37983,-0.8463700000000001,oui,1,0,0
695,35,Homme,Diplome professionnel,Royaume-Unis,27,36,42,39,40,0.19268,-0.21575,oui,1,0,0
696,35,Femme,Maitrise,Royaume-Unis,34,37,45,51,53,-0.71126,-1.18084,non,0,0,1
697,55,Homme,Diplome universitaire,Royaume-Unis,28,42,48,33,51,-0.21711999999999998,0.07987000000000001,oui,1,0,0
698,45,Femme,Diplome universitaire,Canada,21,38,52,53,42,-0.71126,0.07987000000000001,oui,1,0,1
699,35,Homme,Diplome universitaire,Etats-Unis,35,33,51,43,37,-0.21711999999999998,-0.52593,oui,1,0,0
700,55,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,34,32,40,45,34,-0.21711999999999998,0.40148,oui,1,1,0
701,35,Femme,Quitte Lycee ou universite sans diplome,Autre,45,41,48,37,43,1.29221,1.2247,oui,1,1,1
702,45,Homme,Quitte ecole avant 16 ans,Royaume-Unis,26,47,48,48,49,-0.71126,0.40148,oui,1,1,0
703,35,Femme,Diplome universitaire,Royaume-Unis,32,44,49,41,42,0.88113,0.7654,oui,1,0,1
704,55,Homme,Diplome universitaire,Royaume-Unis,23,45,44,37,41,-0.71126,0.07987000000000001,non,0,0,0
705,35,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,28,38,41,39,44,-0.71126,-0.52593,oui,1,1,0
706,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,23,42,52,55,43,-0.71126,-0.21575,oui,1,1,0
707,18,Femme,Diplome universitaire,Royaume-Unis,34,33,35,40,44,0.52975,-0.8463700000000001,oui,1,0,1
708,25,Homme,Diplome universitaire,Royaume-Unis,35,52,47,42,38,0.52975,0.40148,oui,1,0,0
709,18,Homme,Quitte Lycee ou universite sans diplome,Royaume-Unis,40,36,42,48,49,-1.37983,-0.52593,oui,1,1,0
710,18,Homme,Diplome professionnel,Royaume-Unis,27,38,40,47,45,-0.71126,-1.5485799999999998,oui,1,0,0
711,18,Homme,Diplome universitaire,Royaume-Unis,45,41,49,39,32,0.19268,1.2247,oui,1,0,0
712,18,Homme,Quitte Lycee ou universite sans diplome,Etats-Unis,30,39,39,50,45,-1.37983,-0.8463700000000001,oui,1,1,0
713,25,Femme,Maitrise,Royaume-Unis,41,42,50,44,49,-0.21711999999999998,-0.52593,oui,1,0,1
714,18,Homme,Diplome universitaire,Etats-Unis,41,45,51,54,42,0.88113,0.7654,oui,1,0,0
715,18,Homme,Diplome professionnel,Royaume-Unis,43,47,48,36,40,0.88113,1.92173,oui,1,0,0
716,18,Femme,Quitte Lycee ou universite sans diplome,Etats-Unis,42,43,52,54,44,-0.21711999999999998,0.40148,oui,1,1,1
